ID,Attrition,AgeCat,Age,Educ_Field,Education,EducationField,BusinessTravel,JobLevel,JobRole,Department,StockOptionLevel,OverTime,PerformanceRating,MonthlyIncome,PercentSalaryHike,MonthlyRate,DailyRate,HourlyRate,DistanceFromHome,EESatisfaction,EnvironmentSatisfaction,JobInvolvement,JobSatisfaction,RelationshipSatisfaction,WorkLifeBalance,TrainingTimesLastYear,Gender,MaritalStatus,OtherCoExp,NumCompaniesWorked,PriorExpYrs,TotalWorkingYears,ServiceCat,YearsAtCompany,PromoLast3,YearsSinceLastPromotion,YearsInCurrentRole,YearsWithCurrManager,Over18,StandardHours,EmployeeCount,EmployeeNumber,Rand
758,No,45-50,49,4_Technical Degree,4,Technical Degree,Rarely,2,Healthcare Representative,Research & Development,1,0,3,6651,14,21534,1495,96,5,2.2,1,3,3,2,2,0,Male,Married,1,2,17,20,3-5,3,1,1,2,2,Y,80,1,1473,0.772000909
759,No,35-40,38,2_Medical,2,Medical,Rarely,1,Laboratory Technician,Research & Development,1,0,3,3306,19,26176,1495,87,4,3.2,4,3,3,4,2,5,Female,Married,1,7,7,7,0-1,0,0,0,0,0,Y,80,1,1687,0.213594204
760,Yes,45-50,45,3_Marketing,3,Marketing,Rarely,5,Manager,Sales,0,1,3,18824,16,2493,1449,94,2,1.6,1,1,2,1,3,2,Female,Single,1,2,2,26,10+,24,1,1,10,11,Y,80,1,1277,0.998014096
761,Yes,25-30,29,3_Life Sciences,3,Life Sciences,Rarely,1,Research Scientist,Research & Development,0,1,4,2404,20,11479,906,92,10,2.6,4,2,1,3,3,5,Female,Single,1,6,3,3,0-1,0,0,0,0,0,Y,80,1,994,0.354973743
762,No,45-50,47,2_Other,2,Other,Rarely,4,Manager,Research & Development,1,1,3,16752,11,12982,202,33,2,3,3,3,4,3,2,3,Female,Married,0,1,0,26,10+,26,1,3,14,0,Y,80,1,820,0.216545084
763,No,40-45,41,2_Medical,2,Medical,0ne,2,Sales Executive,Sales,0,0,3,6151,13,22074,256,40,10,2,3,1,2,1,3,4,Male,Single,0,1,0,19,10+,19,0,11,2,9,Y,80,1,1329,0.216969248
764,No,50+,50,3_Life Sciences,3,Life Sciences,0ne,2,Sales Executive,Sales,1,0,3,6347,12,24920,145,95,1,2.8,4,3,3,1,3,3,Female,Married,1,0,1,19,10+,18,0,0,7,13,Y,80,1,1040,0.973804382
765,No,30-35,34,2_Human Resources,2,Human Resources,Rarely,1,Human Resources,Human Resources,1,0,3,3737,19,2243,829,88,3,2.8,3,3,4,3,1,1,Male,Married,1,0,1,4,3-5,3,0,0,2,2,Y,80,1,847,0.21822898
766,No,45-50,45,5_Medical,5,Medical,Rarely,2,Laboratory Technician,Research & Development,0,1,3,5769,14,23447,1015,50,5,1.8,3,1,1,1,3,3,Female,Single,0,1,0,10,10+,10,1,1,7,4,Y,80,1,1611,0.030288308
767,No,40-45,41,2_Technical Degree,2,Technical Degree,Rarely,1,Research Scientist,Research & Development,0,0,3,3376,13,18863,509,43,7,3,2,4,3,3,3,3,Female,Married,0,1,0,10,10+,10,0,0,6,8,Y,80,1,1085,0.221302203
768,No,40-45,40,3_Other,3,Other,0ne,3,Sales Executive,Sales,1,0,3,10932,15,11373,1094,58,28,2.2,3,1,1,3,3,2,Male,Divorced,1,3,19,20,1-3,1,0,0,0,1,Y,80,1,615,0.221668811
769,No,45-50,46,4_Technical Degree,4,Technical Degree,Rarely,2,Manufacturing Director,Research & Development,1,0,3,7379,11,17433,150,60,2,3.2,4,3,4,3,2,3,Male,Divorced,1,2,6,12,5-8,6,1,1,3,4,Y,80,1,1228,0.94424706
770,No,45-50,45,4_Life Sciences,4,Life Sciences,0ne,2,Sales Executive,Sales,1,0,3,5593,13,17970,1050,65,9,2.8,2,2,3,4,3,2,Female,Married,0,1,0,15,10+,15,0,4,10,12,Y,80,1,1117,0.956311029
771,No,30-35,33,3_Marketing,3,Marketing,Frequently,2,Sales Executive,Sales,0,0,3,4682,14,4317,508,46,10,2.6,2,2,4,3,2,6,Male,Single,1,3,2,9,5-8,7,0,0,7,1,Y,80,1,446,0.225746221
772,No,45-50,46,2_Marketing,2,Marketing,Rarely,3,Sales Executive,Sales,3,0,4,10453,25,2137,526,92,1,2.4,2,3,1,3,3,2,Female,Divorced,0,1,0,24,10+,24,0,15,13,7,Y,80,1,244,0.920245199
773,No,35-40,39,4_Technical Degree,4,Technical Degree,Frequently,3,Healthcare Representative,Research & Development,0,0,4,10938,25,6420,505,64,2,3.2,3,3,3,4,3,1,Female,Single,1,0,1,20,10+,19,0,11,6,8,Y,80,1,343,0.229007684
774,Yes,35-40,36,3_Medical,3,Medical,Rarely,1,Research Scientist,Research & Development,1,1,3,3388,17,21777,318,79,9,2.4,4,2,3,1,2,0,Male,Married,1,0,1,2,1-3,1,0,0,0,0,Y,80,1,90,0.997840701
775,No,40-45,42,3_Life Sciences,3,Life Sciences,Frequently,3,Healthcare Representative,Research & Development,1,1,3,10124,14,18611,288,40,2,3,4,3,4,3,1,3,Male,Married,1,2,4,24,10+,20,0,13,8,9,Y,80,1,1547,0.026194362
776,No,<25,23,1_Medical,1,Medical,Rarely,1,Research Scientist,Research & Development,0,0,3,3505,18,19630,310,79,10,3,1,4,3,4,3,3,Male,Single,0,1,0,2,1-3,2,0,0,2,2,Y,80,1,784,0.230835594
777,No,30-35,30,3_Life Sciences,3,Life Sciences,Rarely,1,Human Resources,Human Resources,1,0,4,2064,21,15428,330,46,1,2.8,3,3,3,1,4,3,Male,Divorced,1,0,1,6,5-8,5,1,1,3,3,Y,80,1,1499,0.233021231
778,No,30-35,32,1_Life Sciences,1,Life Sciences,0ne,1,Sales Representative,Sales,3,0,3,2827,12,14947,862,76,2,2.6,3,3,1,3,3,3,Female,Divorced,0,1,0,1,1-3,1,0,0,0,0,Y,80,1,1190,0.233773718
779,No,25-30,26,3_Medical,3,Medical,0ne,1,Laboratory Technician,Research & Development,0,0,4,2570,20,11925,786,76,7,3.4,4,3,4,3,3,5,Male,Single,0,1,0,7,5-8,7,0,5,7,7,Y,80,1,1693,0.252545112
780,Yes,25-30,29,4_Medical,4,Medical,Rarely,1,Research Scientist,Research & Development,3,1,3,4787,14,26124,1092,36,1,2.8,1,3,4,2,4,3,Male,Married,1,9,2,4,1-3,2,1,2,2,2,Y,80,1,2027,0.236908203
781,Yes,40-45,41,2_Marketing,2,Marketing,Rarely,1,Sales Representative,Sales,0,1,4,3140,22,21728,1356,70,20,2.6,2,3,2,4,2,5,Female,Single,0,1,0,4,3-5,4,0,0,3,2,Y,80,1,248,0.803724926
782,No,35-40,39,4_Technical Degree,4,Technical Degree,Rarely,2,Healthcare Representative,Research & Development,0,0,3,4553,11,20978,408,80,2,2.6,4,2,3,1,3,4,Female,Single,0,1,0,20,10+,20,0,11,7,10,Y,80,1,721,0.923288448
783,No,30-35,33,2_Human Resources,2,Human Resources,Rarely,1,Human Resources,Human Resources,1,1,3,2277,11,22650,1075,57,3,3.2,4,3,2,3,4,4,Male,Divorced,1,3,3,7,3-5,4,0,0,3,3,Y,80,1,910,0.239112692
784,No,30-35,33,3_Medical,3,Medical,Frequently,2,Sales Executive,Sales,1,0,3,4539,12,4905,1146,82,25,2.2,2,3,3,1,2,3,Female,Married,0,1,0,10,10+,10,0,0,7,1,Y,80,1,1220,0.239478294
785,No,45-50,47,4_Marketing,4,Marketing,0ne,2,Sales Executive,Sales,1,0,3,4978,11,3536,543,87,2,2.6,3,3,2,4,1,3,Male,Married,1,7,3,4,1-3,1,0,0,0,0,Y,80,1,1731,0.53917651
786,No,30-35,31,5_Life Sciences,5,Life Sciences,Rarely,4,Research Director,Research & Development,0,0,3,16422,11,8847,182,93,8,2.6,1,3,2,3,4,3,Female,Single,1,3,6,9,3-5,3,1,1,2,0,Y,80,1,1430,0.243386
787,No,50+,51,3_Technical Degree,3,Technical Degree,Rarely,3,Manager,Research & Development,0,0,3,13116,11,22984,942,53,3,2.8,1,3,3,4,3,2,Female,Married,1,2,13,15,1-3,2,1,2,2,2,Y,80,1,1786,0.243462177
788,Yes,50+,52,4_Medical,4,Medical,Rarely,2,Research Scientist,Research & Development,0,0,3,4941,15,17747,723,85,8,2,3,2,2,1,2,3,Male,Married,1,2,3,11,8-10,8,0,7,2,7,Y,80,1,433,0.244694522
789,No,50+,55,3_Medical,3,Medical,Rarely,5,Research Director,Research & Development,3,0,3,19038,12,19805,478,60,2,2.2,3,2,1,2,3,2,Male,Married,1,8,33,34,1-3,1,0,0,0,0,Y,80,1,1770,0.49762614
790,No,25-30,25,3_Medical,3,Medical,Rarely,1,Research Scientist,Research & Development,0,0,3,2096,18,18830,266,40,1,3,4,3,2,4,2,3,Female,Single,0,1,0,2,1-3,2,1,2,2,1,Y,80,1,1303,0.245813723
791,No,45-50,49,2_Medical,2,Medical,Rarely,2,Laboratory Technician,Research & Development,1,0,4,4789,25,23070,271,43,3,2,3,2,1,1,3,3,Female,Married,1,4,7,10,3-5,3,1,1,2,2,Y,80,1,1509,0.021087864
792,No,30-35,34,2_Medical,2,Medical,Rarely,1,Research Scientist,Research & Development,0,0,3,2311,15,5711,629,95,27,3.2,4,3,2,4,3,3,Female,Single,1,2,6,9,3-5,3,1,1,2,2,Y,80,1,247,0.141971533
793,No,35-40,38,2_Medical,2,Medical,Rarely,3,Manufacturing Director,Research & Development,1,1,3,7756,19,14199,397,54,2,3.4,4,2,3,4,4,6,Female,Married,1,3,5,10,5-8,5,0,0,4,2,Y,80,1,1638,0.255207496
794,No,35-40,36,3_Technical Degree,3,Technical Degree,Rarely,3,Healthcare Representative,Research & Development,3,0,3,10096,13,8202,1223,59,8,2.8,3,3,3,2,3,2,Female,Divorced,0,1,0,17,10+,17,0,12,14,8,Y,80,1,83,0.256470469
795,No,45-50,49,4_Life Sciences,4,Life Sciences,0ne,2,Manufacturing Director,Research & Development,2,1,3,6804,15,23793,1002,92,18,3,4,3,4,1,3,0,Male,Divorced,0,1,0,7,5-8,7,1,1,7,7,Y,80,1,275,0.507200913
796,Yes,30-35,33,3_Life Sciences,3,Life Sciences,Frequently,1,Research Scientist,Research & Development,0,1,3,3348,11,3164,1076,70,3,1.8,1,3,1,1,3,3,Male,Single,0,1,0,10,10+,10,0,9,8,7,Y,80,1,702,0.261400847
797,No,45-50,45,2_Medical,2,Medical,Rarely,4,Healthcare Representative,Research & Development,0,1,3,13496,14,7501,1385,79,20,3,3,3,4,2,3,2,Male,Married,1,0,1,21,10+,20,0,4,7,10,Y,80,1,372,0.261846232
798,Yes,<25,22,1_Medical,1,Medical,Rarely,1,Laboratory Technician,Research & Development,0,1,3,2398,17,15999,1294,79,8,2.6,3,3,1,3,3,6,Female,Married,0,1,0,1,1-3,1,0,0,0,0,Y,80,1,1783,0.262288816
799,Yes,<25,19,3_Medical,3,Medical,0ne,1,Research Scientist,Research & Development,0,1,4,1859,25,6148,504,96,10,2.2,1,2,2,2,4,2,Female,Single,0,1,0,1,1-3,1,0,0,1,0,Y,80,1,1248,0.262292351
800,No,35-40,36,2_Life Sciences,2,Life Sciences,Rarely,2,Healthcare Representative,Research & Development,1,0,4,6842,20,26308,1040,79,3,2.6,4,4,1,1,3,3,Male,Divorced,1,6,8,13,5-8,5,0,0,4,4,Y,80,1,1664,0.329279859
801,No,30-35,33,3_Life Sciences,3,Life Sciences,Frequently,2,Sales Executive,Sales,2,0,3,5376,19,3193,1141,42,1,2.4,3,4,1,1,3,3,Female,Married,1,2,5,10,5-8,5,1,1,3,3,Y,80,1,52,0.266251777
802,No,30-35,31,1_Life Sciences,1,Life Sciences,Rarely,2,Sales Executive,Sales,0,1,3,6582,13,8346,828,77,2,3.2,2,3,4,3,4,2,Male,Single,1,4,4,10,5-8,6,0,0,5,5,Y,80,1,604,0.352772829
803,No,35-40,39,1_Medical,1,Medical,Rarely,4,Manager,Research & Development,0,1,3,17068,14,5355,117,99,10,2.8,3,3,1,4,3,3,Male,Married,0,1,0,21,10+,21,0,11,9,10,Y,80,1,429,0.182267744
804,Yes,35-40,35,3_Technical Degree,3,Technical Degree,Rarely,3,Sales Executive,Sales,0,1,4,9582,22,10333,1204,86,4,2.4,4,3,1,1,3,2,Male,Single,1,0,1,9,8-10,8,0,4,7,7,Y,80,1,1100,0.269201127
805,No,40-45,44,3_Medical,3,Medical,0ne,2,Laboratory Technician,Research & Development,1,0,3,2042,12,25043,489,67,23,2.8,2,3,2,3,4,3,Male,Married,1,4,14,17,3-5,3,1,1,2,2,Y,80,1,132,0.393869589
806,No,35-40,36,3_Life Sciences,3,Life Sciences,Rarely,3,Healthcare Representative,Research & Development,1,1,3,8321,13,25949,1383,90,10,3,4,3,1,4,3,1,Male,Married,1,7,3,15,10+,12,0,5,8,7,Y,80,1,1790,0.327325361
807,No,25-30,25,1_Life Sciences,1,Life Sciences,Rarely,2,Sales Executive,Sales,0,0,3,6232,11,12477,1372,93,18,2.4,1,4,3,2,2,3,Male,Married,1,2,3,6,3-5,3,1,1,2,2,Y,80,1,1399,0.274837375
808,No,<25,22,1_Medical,1,Medical,Rarely,1,Research Scientist,Research & Development,2,0,4,2323,24,11992,1256,80,19,2.8,3,3,4,1,3,6,Male,Married,0,1,0,2,1-3,2,1,2,2,2,Y,80,1,217,0.277019471
809,No,30-35,30,1_Life Sciences,1,Life Sciences,Rarely,1,Research Scientist,Research & Development,1,0,3,2862,12,3811,793,33,16,2.6,2,3,4,2,2,2,Male,Married,0,1,0,10,10+,10,0,0,0,8,Y,80,1,1729,0.279307354
810,No,25-30,27,3_Technical Degree,3,Technical Degree,Rarely,1,Research Scientist,Research & Development,1,1,3,3058,16,13364,1157,51,17,2.8,3,3,2,4,2,3,Male,Married,1,0,1,6,5-8,5,1,1,2,1,Y,80,1,233,0.279456141
811,No,30-35,30,3_Medical,3,Medical,0ne,2,Laboratory Technician,Research & Development,2,0,3,3072,11,11012,111,66,9,2.6,3,3,1,3,3,4,Male,Divorced,0,1,0,12,10+,12,0,6,9,10,Y,80,1,239,0.528145587
812,No,25-30,25,3_Technical Degree,3,Technical Degree,Rarely,1,Laboratory Technician,Research & Development,1,0,3,3229,11,4910,949,81,1,2.4,1,3,4,2,2,2,Male,Married,1,4,4,7,3-5,3,0,0,2,2,Y,80,1,1415,0.502558897
813,No,<25,24,4_Marketing,4,Marketing,Rarely,2,Sales Executive,Sales,1,1,3,4260,12,5915,1371,77,10,3.6,4,3,3,4,4,2,Female,Divorced,0,1,0,5,5-8,5,0,0,2,3,Y,80,1,507,0.282107157
814,No,45-50,47,4_Life Sciences,4,Life Sciences,Rarely,5,Manager,Human Resources,1,0,3,19658,11,5220,1176,98,26,3.2,4,3,3,3,3,2,Female,Married,1,3,22,27,5-8,5,1,1,2,0,Y,80,1,1625,0.282546486
815,No,35-40,38,3_Marketing,3,Marketing,Rarely,1,Sales Representative,Sales,1,0,3,2899,19,12102,395,98,9,2.6,2,2,2,4,3,3,Male,Married,1,0,1,3,1-3,2,1,1,2,2,Y,80,1,893,0.58894151
816,No,30-35,33,3_Medical,3,Medical,Rarely,1,Research Scientist,Research & Development,1,0,3,2781,13,6311,117,60,9,2.6,1,3,4,2,3,5,Male,Married,1,0,1,15,10+,14,0,4,10,10,Y,80,1,1238,0.284002436
817,No,30-35,30,3_Medical,3,Medical,Rarely,2,Manufacturing Director,Research & Development,0,1,4,6877,24,20234,946,52,2,2.6,3,2,4,2,2,4,Female,Single,1,5,12,12,0-1,0,0,0,0,0,Y,80,1,833,0.284259614
818,No,30-35,33,3_Medical,3,Medical,Rarely,3,Research Director,Research & Development,0,0,3,11691,11,25995,213,49,7,3.4,3,3,3,4,4,3,Male,Married,1,0,1,14,10+,13,1,3,9,7,Y,80,1,817,0.200623533
819,No,30-35,30,1_Medical,1,Medical,Rarely,1,Laboratory Technician,Research & Development,0,0,3,2720,13,11162,1427,35,2,3,2,2,4,4,3,3,Male,Single,1,0,1,6,5-8,5,1,1,3,2,Y,80,1,198,0.799270618
820,Yes,25-30,28,2_Marketing,2,Marketing,Rarely,2,Sales Executive,Sales,0,1,3,9854,11,23352,1475,84,13,3.4,4,3,3,4,3,0,Female,Single,1,3,4,6,1-3,2,1,2,0,2,Y,80,1,1933,0.28750407
821,No,30-35,32,4_Other,4,Other,Rarely,1,Research Scientist,Research & Development,2,0,3,3312,17,18783,634,35,5,3.4,2,4,4,4,3,3,Female,Married,1,3,3,6,3-5,3,0,0,2,2,Y,80,1,1607,0.276349392
822,No,25-30,29,2_Marketing,2,Marketing,Rarely,2,Sales Executive,Sales,1,0,3,6931,14,10732,1247,45,20,3.6,4,3,4,4,3,2,Male,Divorced,1,2,7,10,3-5,3,0,0,2,2,Y,80,1,349,0.289287581
823,No,30-35,34,3_Marketing,3,Marketing,Rarely,2,Sales Executive,Sales,2,0,4,6712,21,8978,704,95,28,3.2,4,2,3,4,3,2,Female,Married,0,1,0,8,8-10,8,1,1,7,7,Y,80,1,2035,0.289333065
824,Yes,30-35,31,3_Medical,3,Medical,Frequently,1,Laboratory Technician,Research & Development,1,0,3,2610,12,6233,874,72,15,2.8,3,3,3,3,2,5,Male,Married,0,1,0,2,1-3,2,1,2,2,2,Y,80,1,1160,0.289508289
825,No,35-40,36,4_Life Sciences,4,Life Sciences,Rarely,2,Manufacturing Director,Research & Development,2,1,3,4663,12,12421,559,76,12,2.8,3,3,3,2,3,2,Female,Married,1,9,4,7,3-5,3,1,1,2,1,Y,80,1,1614,0.410167664
826,No,45-50,46,4_Medical,4,Medical,Rarely,5,Research Director,Research & Development,2,0,3,19627,17,21445,430,40,1,3.6,4,3,4,4,3,0,Male,Divorced,1,9,21,23,1-3,2,1,2,2,2,Y,80,1,1069,0.227729628
827,Yes,30-35,31,4_Marketing,4,Marketing,Rarely,3,Sales Executive,Sales,3,0,3,8161,13,19002,1079,70,16,2.2,1,3,3,1,3,2,Male,Married,1,2,9,10,1-3,1,0,0,0,0,Y,80,1,1761,0.292254494
828,No,30-35,34,3_Marketing,3,Marketing,Rarely,2,Sales Executive,Sales,0,1,3,4538,12,6039,131,86,2,2.8,3,3,1,4,3,3,Female,Single,1,0,1,4,3-5,3,0,0,2,2,Y,80,1,1281,0.292779259
829,No,35-40,38,2_Medical,2,Medical,Frequently,1,Laboratory Technician,Research & Development,1,0,3,2468,14,15963,594,75,2,2.2,3,2,2,2,2,4,Female,Married,1,4,3,9,5-8,6,0,0,1,5,Y,80,1,1760,0.295184847
830,No,50+,50,3_Medical,3,Medical,Frequently,5,Manager,Human Resources,1,0,3,18200,11,7999,1246,99,3,2.4,1,3,2,3,3,2,Male,Married,0,1,0,32,10+,32,0,10,5,7,Y,80,1,644,0.556672777
831,No,45-50,45,2_Life Sciences,2,Life Sciences,0ne,2,Laboratory Technician,Research & Development,1,1,3,3633,15,14039,248,42,23,2.8,4,3,1,3,3,2,Male,Married,0,1,0,9,8-10,9,0,0,8,8,Y,80,1,1002,0.296948941
832,Yes,<25,19,1_Marketing,1,Marketing,Rarely,1,Sales Representative,Sales,0,1,3,1675,19,26820,528,50,22,3.2,4,3,3,4,2,2,Male,Single,0,1,0,0,0-1,0,0,0,0,0,Y,80,1,167,0.769098553
833,No,25-30,28,4_Medical,4,Medical,Rarely,1,Laboratory Technician,Research & Development,3,0,3,3196,12,12449,1179,78,19,2.6,4,2,1,3,3,2,Male,Married,0,1,0,6,5-8,6,1,3,5,3,Y,80,1,1216,0.298770536
834,No,<25,19,2_Life Sciences,2,Life Sciences,Rarely,1,Research Scientist,Research & Development,0,0,4,2552,25,7172,645,54,9,2.6,3,3,1,3,3,4,Male,Single,0,1,0,1,1-3,1,0,0,1,0,Y,80,1,1193,0.013226367
835,No,50+,55,1_Medical,1,Medical,0ne,4,Healthcare Representative,Research & Development,1,1,3,13577,15,25592,177,37,8,3,4,2,2,4,3,3,Male,Divorced,1,1,1,34,10+,33,0,15,9,0,Y,80,1,1278,0.301369014
836,No,35-40,37,4_Medical,4,Medical,0ne,3,Sales Executive,Sales,1,0,3,8834,13,24666,142,69,9,2.6,1,3,2,4,3,6,Male,Divorced,0,1,0,9,8-10,9,0,7,5,7,Y,80,1,626,0.999732323
837,No,35-40,37,1_Life Sciences,1,Life Sciences,Rarely,1,Research Scientist,Research & Development,0,1,3,2996,15,5182,1439,54,4,3.2,3,3,3,4,3,2,Male,Married,1,7,2,8,5-8,6,1,1,4,3,Y,80,1,1394,0.303696662
838,No,30-35,34,4_Life Sciences,4,Life Sciences,Rarely,2,Sales Executive,Sales,0,0,3,5337,12,19921,258,74,21,3.8,4,4,4,4,3,3,Male,Single,0,1,0,10,10+,10,0,5,7,7,Y,80,1,621,0.303817213
839,No,45-50,47,3_Life Sciences,3,Life Sciences,Rarely,3,Manufacturing Director,Research & Development,1,1,3,10333,12,19271,1001,92,4,2.6,3,2,2,3,3,4,Female,Divorced,1,8,6,28,10+,22,0,14,11,10,Y,80,1,1827,0.710474758
840,No,45-50,48,3_Life Sciences,3,Life Sciences,Rarely,5,Research Director,Research & Development,0,0,3,19665,12,13583,1224,91,10,3,4,2,2,4,3,3,Male,Married,1,4,7,29,10+,22,0,12,10,9,Y,80,1,1867,0.884225255
841,Yes,<25,18,3_Life Sciences,3,Life Sciences,Rarely,1,Laboratory Technician,Research & Development,0,0,3,1420,13,25233,230,54,3,3,3,3,3,3,3,2,Male,Single,0,1,0,0,0-1,0,0,0,0,0,Y,80,1,405,0.930964596
842,No,25-30,29,3_Other,3,Other,Rarely,3,Human Resources,Human Resources,0,0,3,7988,13,9769,332,51,17,1.6,2,2,1,1,2,3,Male,Single,0,1,0,10,10+,10,0,0,9,9,Y,80,1,1419,0.307442399
843,No,50+,52,4_Medical,4,Medical,Frequently,4,Manufacturing Director,Research & Development,0,0,4,13826,22,19028,890,81,25,3,3,2,4,3,3,3,Female,Married,1,3,22,31,8-10,9,0,0,8,0,Y,80,1,867,0.307796483
844,No,30-35,34,3_Life Sciences,3,Life Sciences,Rarely,3,Healthcare Representative,Research & Development,1,0,3,8500,11,5494,943,86,9,3.4,4,3,4,4,2,0,Male,Divorced,1,0,1,10,8-10,9,1,1,7,6,Y,80,1,1344,0.309866148
845,No,30-35,34,2_Life Sciences,2,Life Sciences,Rarely,2,Sales Executive,Sales,0,0,3,6029,12,25353,511,32,3,2.6,4,1,4,1,3,3,Female,Single,1,5,4,6,1-3,2,1,2,2,2,Y,80,1,1779,0.311433152
846,No,25-30,28,2_Medical,2,Medical,Rarely,2,Laboratory Technician,Research & Development,1,0,3,4558,12,13535,1300,79,17,2.8,3,3,1,4,3,2,Male,Divorced,0,1,0,10,10+,10,1,1,0,8,Y,80,1,536,0.312877124
847,No,<25,19,1_Medical,1,Medical,Rarely,1,Laboratory Technician,Research & Development,0,0,3,1483,14,16102,1181,79,3,2.8,2,3,2,4,3,3,Female,Single,0,1,0,1,1-3,1,0,0,0,0,Y,80,1,201,0.313521097
848,No,35-40,39,3_Medical,3,Medical,Rarely,3,Healthcare Representative,Research & Development,3,0,3,9613,17,10942,1132,48,1,2.8,3,4,4,1,2,5,Male,Divorced,1,0,1,19,10+,18,1,3,10,7,Y,80,1,417,0.315036569
849,Yes,40-45,40,2_Marketing,2,Marketing,Rarely,2,Sales Executive,Sales,2,1,3,6380,12,6110,575,68,22,2.4,3,2,3,1,3,6,Male,Married,1,2,2,8,5-8,6,1,1,4,0,Y,80,1,492,0.316024583
850,No,25-30,26,3_Other,3,Other,Frequently,1,Laboratory Technician,Research & Development,1,0,3,2544,18,7102,1096,61,6,3,3,4,4,1,3,3,Male,Married,1,0,1,8,5-8,7,0,7,7,7,Y,80,1,1918,0.319195721
851,Yes,30-35,31,3_Life Sciences,3,Life Sciences,Rarely,2,Sales Executive,Sales,1,1,3,4559,11,24788,542,71,20,2.4,2,1,3,3,3,2,Female,Married,1,3,2,4,1-3,2,1,2,2,2,Y,80,1,175,0.320927146
852,No,30-35,30,2_Medical,2,Medical,Rarely,1,Laboratory Technician,Research & Development,0,0,3,2206,13,16117,125,83,9,2.6,4,2,3,1,3,5,Male,Single,0,1,0,10,10+,10,1,1,0,8,Y,80,1,41,0.046482267
853,No,25-30,29,2_Life Sciences,2,Life Sciences,Rarely,2,Laboratory Technician,Research & Development,0,1,3,4193,12,12682,153,49,15,3.2,4,2,3,4,3,3,Female,Single,1,0,1,10,8-10,9,0,0,5,8,Y,80,1,15,0.323839196
854,No,25-30,28,2_Medical,2,Medical,Rarely,2,Healthcare Representative,Research & Development,0,0,3,5661,19,4824,1476,68,16,2.6,2,4,1,3,3,2,Male,Single,1,0,1,9,8-10,8,0,0,3,7,Y,80,1,412,0.32577883
855,No,35-40,35,2_Other,2,Other,Rarely,2,Manufacturing Director,Research & Development,0,1,3,4788,11,25388,219,44,16,3,4,2,2,4,3,2,Female,Married,1,0,1,4,3-5,3,0,0,2,2,Y,80,1,1886,0.326717158
856,No,35-40,35,1_Life Sciences,1,Life Sciences,Rarely,1,Sales Representative,Sales,1,0,3,2404,13,16192,660,76,7,2.8,4,3,3,1,3,3,Male,Married,0,1,0,1,1-3,1,0,0,0,0,Y,80,1,1492,0.329261974
857,Yes,30-35,30,3_Technical Degree,3,Technical Degree,Rarely,1,Research Scientist,Research & Development,0,1,3,2657,11,8556,1005,88,3,2.8,4,3,1,3,3,5,Female,Single,1,5,3,8,5-8,5,0,0,2,4,Y,80,1,297,0.335374852
858,No,30-35,31,2_Life Sciences,2,Life Sciences,Frequently,3,Manufacturing Director,Research & Development,1,0,4,8943,24,14034,798,48,7,2.4,3,2,3,1,3,2,Female,Married,0,1,0,10,10+,10,0,8,9,9,Y,80,1,442,0.330023182
859,No,40-45,41,4_Life Sciences,4,Life Sciences,Rarely,1,Laboratory Technician,Research & Development,1,0,4,2238,21,6961,933,94,9,2.8,3,3,1,4,3,2,Male,Married,1,2,2,7,5-8,5,1,1,0,4,Y,80,1,200,0.11157877
860,Yes,40-45,44,3_Medical,3,Medical,Rarely,3,Healthcare Representative,Research & Development,1,0,3,7978,11,14075,621,73,15,3,1,3,4,4,3,2,Female,Married,0,1,0,10,10+,10,0,0,7,5,Y,80,1,1295,0.33415582
861,No,50+,51,2_Medical,2,Medical,Frequently,1,Laboratory Technician,Research & Development,0,0,3,2838,14,4257,968,40,6,2.2,2,2,3,2,2,6,Female,Single,1,0,1,8,5-8,7,0,7,0,7,Y,80,1,1297,0.061593338
862,No,40-45,43,4_Marketing,4,Marketing,Rarely,3,Sales Executive,Sales,0,0,3,10231,14,20364,531,56,4,3.6,4,2,4,4,4,3,Female,Single,1,3,2,23,10+,21,0,15,7,17,Y,80,1,1293,0.443609409
863,Yes,30-35,34,3_Marketing,3,Marketing,0ne,2,Sales Executive,Sales,0,1,3,5304,13,4652,1362,67,19,2.6,1,4,4,2,2,3,Male,Single,1,8,4,9,5-8,5,0,0,2,4,Y,80,1,502,0.336401633
864,No,45-50,47,3_Medical,3,Medical,Frequently,4,Sales Executive,Sales,2,1,3,13770,12,10225,217,49,3,3.2,4,3,3,4,2,2,Female,Divorced,1,9,6,28,10+,22,0,11,2,13,Y,80,1,746,0.336563469
865,No,45-50,45,3_Technical Degree,3,Technical Degree,Rarely,3,Manufacturing Director,Research & Development,2,1,3,9380,18,14720,1448,55,29,3.4,2,3,4,4,4,4,Male,Married,1,4,7,10,3-5,3,1,1,1,2,Y,80,1,1465,0.336749922
866,No,45-50,48,3_Life Sciences,3,Life Sciences,Rarely,3,Manufacturing Director,Research & Development,0,0,3,7898,11,18706,855,54,4,3.4,4,3,4,3,3,2,Male,Single,1,1,1,11,10+,10,0,0,9,8,Y,80,1,1363,0.779600583
